Starting 200-game Draughts MCVS vs UCT tournament
Game   1/200 | MCVS       (moves= 45) | MCVS wins:   1 | Draws:   0 | Queue: 0 | Learned: 0 | DB: 14 | ETA: 261.8 min
Game 188/200 | UCT        (moves= 47) | MCVS wins:  87 | Draws:   7 | Queue: 0 | Learned: 186 | DB: 4471 | ETA: 23.8 min
Game 189/200 | MCVS       (moves= 75) | MCVS wins:  88 | Draws:   7 | Queue: 1 | Learned: 187 | DB: 4495 | ETA: 21.8 min
Game 190/200 | UCT        (moves= 95) | MCVS wins:  88 | Draws:   7 | Queue: 0 | Learned: 188 | DB: 4516 | ETA: 19.9 min
Game 191/200 | MCVS       (moves= 95) | MCVS wins:  89 | Draws:   7 | Queue: 1 | Learned: 189 | DB: 4538 | ETA: 17.9 min
Game 192/200 | UCT        (moves= 39) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 190 | DB: 4549 | ETA: 15.9 min
Game 193/200 | UCT        (moves= 44) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 191 | DB: 4560 | ETA: 13.9 min
Game 194/200 | UCT        (moves= 79) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 192 | DB: 4589 | ETA: 11.9 min
Game 195/200 | UCT        (moves= 68) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 193 | DB: 4611 | ETA: 9.9 min
Game 196/200 | UCT        (moves= 43) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 194 | DB: 4624 | ETA: 7.9 min
Game 197/200 | UCT        (moves= 50) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 195 | DB: 4646 | ETA: 5.9 min
Game 198/200 | UCT        (moves= 73) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 196 | DB: 4674 | ETA: 4.0 min
Game 199/200 | UCT        (moves= 46) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 197 | DB: 4690 | ETA: 2.0 min
Game 200/200 | UCT        (moves= 55) | MCVS wins:  89 | Draws:   7 | Queue: 0 | Learned: 198 | DB: 4711 | ETA: 0.0 min

Waiting for remaining training to finish...
All training completed.

================================================================================
DRAUGHTS TOURNAMENT SUMMARY
================================================================================

MCVS (λ-PUCT): 89 wins
UCT (Standard): 104 wins
Draws: 7
Total: 200

MCVS Win Rate (excluding draws): 46.1%
Avg moves (MCVS wins): 72.3
Avg moves (UCT wins): 70.5

MCVS White: 44, Black: 45
UCT White: 53, Black: 51

Zone Database Statistics:
  Winning positions: 2206
  Losing positions: 2070
  Draw positions: 435
  Total positions: 4,711
  Games learned from: 199
  Total training time: 57.6 min

================================================================================
Tournament Duration: 394.1 minutes
Avg time per game: 118.2s
================================================================================
